Time,Title,Content
2022-12-29 10:20,天津生态城社区卫生服务中心元旦期间门诊工作安排,》》》天津生态城社区卫生服务中心元旦期间门诊工作安排按照《国务院办公厅关于2023年部分节假日安排的通知》精神，2022年12月31日至2023年1月2日元旦放假期间门诊工作安排如下：全科门诊、发热诊室出诊安排：12月31日(周六)上午8:30-12:00   社区卫生中心(原三社区)开诊1月2日(周一)上午8:30-12:00 社区卫生中心(原三社区)开诊第一社区卫生服务站、第二社区卫生服务站、瑞龙社区卫生服务站，“元旦”期间暂不开诊。温馨提示为避免人员聚集，请错峰就诊，就诊时请注意保持1米以上距离，就诊结束后请尽快离院。中新天津生态城社区卫生服务中心2022年12月27日
2022-12-29 10:37,天津中医药大学第一附属医院2023年元旦放假通知,》》》天津中医药大学第一附属医院2023年元旦放假通知根据国务院关于2023年元旦放假的通知要求，结合我院工作的实际情况，放假及工作安排如下：2022年12月31日（周六）～2023年1月2日（周一）放假三天。门诊时间安排：2023年1月1日（元旦·周日）两院区上午半天门诊。应诊时间为：上午8:00（职工早7:50分到岗）～11:50分（北院区早7:30分/南院区7:00开始挂号，中午11:30分停止挂号）。2022年12月31日（周六）、2023年1月2日（周一）两院区全天门诊。应诊时间为：上午8:00（职工早7:50分到岗）～11:50分（北院区早7:30分/南院区7:00开始挂号，中午11:30分停止挂号），下午1:30分～5:00整（两院区下午1:20分开始挂号，4:30分停止挂号）。
2022-12-29 10:32,天津市肿瘤医院2023年元旦门诊安排,"》》》天津市肿瘤医院2023年元旦门诊安排根据国务院办公厅中秋节放假通知精神，结合医院工作实际，天津市肿瘤医院2023年元旦放假安排如下：2022年12月31日（周六）至2023年1月2日（周一）放假三天，2023年1月3日（周二）开始正常上班。为方便节日期间患者就诊，天津市肿瘤医院门诊安排如下：*节日期间建议患者提前预约挂号，按预约时段来院就诊。

  2022年12月31日（周六）  上午半天门诊，由周六上午出诊医师应诊
0   2023年1月1日（周日）                门诊停诊
1   2023年1月2日（周一）  上午半天门诊，由周一上午出诊医师应诊"
2022-12-29 10:23,天津市口腔医院2023年元旦假期门诊工作安排,》》》天津市口腔医院2023年元旦假期门诊工作安排为了方便患者节日期间就诊，市口腔医院通过调整医师休假，优化医疗资源配置，制定法定节假日门诊服务方案。现将2023年“元旦”假期门诊出诊安排通知如下：一、2023年1月1日（元旦）和平本部正常应诊，应诊科室：儿童口腔科、牙体牙髓病科、牙周病科、口腔外科门诊、口腔综合便民门诊、口腔黏膜病科（上午）。二、2022年12月31日（星期六）、2023年1月2日（星期一），除心电监护门诊及住院相关科室门诊外，和平本部、第一门诊部（河西）、第二门诊部（南开）均正常应诊。三、口腔急诊科为口腔急症患者提供24小时诊疗服务。四、请来院就医人员提前阅读《天津市口腔医院预约挂号须知》，主动配合医院工作。特此通知，感谢您的理解配合！天津市口腔医院2022年12月27日（图源：天津市口腔医院）
2022-12-29 10:49,2023元旦天津各医院上班时间（持续更新）,"》》》2023元旦天津各医院上班时间（持续更新）更新时间：2022年12月29日最新消息：2023年元旦假期为2022年12月31日（周六）至2023年1月2日（周一），共放假三天。在此期间，天津更多医院门急诊安排小编为大家持续收集中，本文将持续更新，敬请关注！

              医院 门急诊安排
0      天津医科大学总医院  点击查看
1        天津市口腔医院  点击查看
2        天津市肿瘤医院  点击查看
3  天津中医药大学第一附属医院  点击查看
4  天津医科大学中新生态城医院  点击查看
5    天津市肿瘤医院滨海医院  点击查看
6  天津生态城社区卫生服务中心  点击查看"
2022-12-29 10:28,天津市肿瘤医院滨海医院2023年元旦门诊安排,"》》》天津市肿瘤医院滨海医院2023年元旦门诊安排根据国务院办公厅国庆节放假通知精神，结合医院工作实际，天津市肿瘤医院滨海医院2023年元旦放假安排如下：2022年12月31日（周六）至2023年1月2日（周一）放假三天，2023年1月3日（周二）开始正常上班。节日期间天津市肿瘤医院滨海医院门诊安排如下：班车安排：2022年12月31日（周六）至2023年1月2日（周一）体北院区至滨海院区患者班车暂停，1月3日（周二）开始恢复正常。到滨海院区做检查及办理住院的患者可于1月3日（周二）10:30或15:00至体北院区D座门诊楼前喷泉旁乘坐班车。

Empty DataFrame
Columns: [2022年12月31日至2023年1月2日（周六至周一）, 门诊停诊]
Index: []"
2022-12-29 10:54,天津公安出入境接待大厅2023年元旦期间办公时间调整,》》》天津公安出入境接待大厅2023年元旦期间办公时间调整根据国务院办公厅2023年放假安排，现将全市公安出入境接待大厅2023年元旦期间办公时间调整如下：2022年12月31日（周六）至2023年1月2日（周一）放假三天，全市各公安出入境接待大厅停止办公。2023年1月3日（周二），全市各公安出入境接待大厅正常办公。市民可通过国家移民管理机构12367服务热线咨询出入境业务。天津市公安局出入境管理局2022年12月29日》》拓展阅读：12月27日，国家移民管理局发布《关于新型冠状病毒感染“乙类乙管”后优化移民管理政策措施的公告》。公告明确，自2023年1月8日起有序恢复受理审批中国公民因出国旅游、访友申请普通护照，恢复办理内地居民旅游、商务赴港签注。
2022-12-29 11:01,2023年元旦天津公安出入境接待大厅办公时间,【最新消息】根据国务院办公厅2023年放假安排，现将全市公安出入境接待大厅2023年元旦期间办公时间调整如下：2022年12月31日(周六)至2023年1月2日(周一)放假三天，全市各公安出入境接待大厅停止办公。2023年1月3日(周二)，全市各公安出入境接待大厅正常办公。市民可通过国家移民管理机构12367服务热线咨询出入境业务。天津市公安局出入境管理局2022年12月29日【入境防疫规定】根据国务院联防联控机制有关部署和《中华人民共和国国境卫生检疫法》等法律法规规定，现就新型冠状病毒感染“乙类乙管”且不再纳入检疫传染病管理后有关事项公告如下：一、自2023年1月8日起，取消入境人员全员核酸检测，所有入境人员均需向海关申报入境前48小时内新型冠状病毒核酸检测结果。海关对健康申报正常且口岸常规检疫无异常的入境人员，放行进入社会面;对健康申报异常或出现发热等症状的入境人员，根据排查情况实施分类处置。二、相关省(自治区)按程序分类推动边境口岸有序稳妥恢复开通货、客运。三、自2023年1月8日起，取消所有进口冷链食品和非冷链物品口岸环节针对新型冠状病毒的核酸监测检测等措施。特此公告。海关总署2022年12月28日【相关推荐】2023年元旦进出天津最新规定
2022-12-29 13:48,2022-2023天津跨年文旅活动汇总,》》》2022-2023天津跨年文旅活动汇总2023年新年假期，天津市文化和旅游局将推出一系列丰富多彩的线上线下文旅跨年活动，为广大市民游客献上一份丰盛的文旅大礼。此次文旅跨年活动将包括“百戏迎春万象新——天津市2023年新春演出季”，百余场舞台演出精彩呈现；80余场特色主题展览展陈，全面绽放知识魅力；20多场特色群众文化活动，丰富活跃公共文化生活；年货节、旅游振兴计划、旅游消费券、手绘地图、主题精品线路等系列旅游产品全面投放，文旅消费场景选择更加多元，津城欢乐祥和节日文化氛围更加浓郁。文艺演出活动公共文化活动旅游消费活动展览展陈活动*温馨提示：上述所有活动安排为预告内容，具体以主办方公告为准。
2022-12-29 15:29,天津市饲养犬只防疫管理办法（政策原文）,》》》最新消息2022年11月30日，天津市人民政府办公厅下发了《关于印发天津市饲养犬只防疫管理办法的通知》。《天津市饲养犬只防疫管理办法》就在津饲养犬只的防疫及其监督管理活动提出了明确要求，该办法自印发之日起施行。管理办法全文如下——天津市饲养犬只防疫管理办法第一条为加强饲养犬只防疫管理，保障公共卫生安全和人民群众身体健康，根据《中华人民共和国动物防疫法》、《天津市动物防疫条例》、《天津市养犬管理条例》等法律法规规定，结合本市实际，制定本办法。第二条本办法适用于本市行政区域内饲养犬只的防疫及其监督管理活动。第三条市和区人民政府应当加强对饲养犬只防疫工作的领导，保障饲养犬只防疫工作条件。乡镇人民政府、街道办事处组织群众做好本辖区内饲养犬只的防疫工作，开展饲养犬只防疫宣传；村民委员会、居民委员会予以协助。第四条市农业农村主管部门、区农业农村主管部门或者区人民政府确定的动物防疫部门（以下统称动物防疫主管部门），负责本行政区域内饲养犬只防疫工作的组织、实施和监督检查。市和区动物卫生监督机构依照国家和本市规定，负责犬只的检疫工作。市和区动物疫病预防控制机构承担犬只疫病的监测、检测、诊断、流行病学调查、疫情报告、防疫知识宣传以及其他预防、控制等技术工作。公安、市场监管等部门在犬只登记、注册和销售过程中按照国家和本市有关规定做好相关工作。犬只相关行业协会应当加强行业自律，指导会员落实饲养犬只防疫相关要求。第五条饲养犬只的单位和个人，应当依照国家和本市相关规定，做好犬只免疫、消毒、隔离、无害化处理等动物防疫工作，依法承担动物防疫相关责任。第六条动物疫病预防控制机构应当建立狂犬病免疫效果评价机制，开展对犬只狂犬病免疫效果监测和免疫质量评估。市动物疫病预防控制机构制定发布犬只狂犬病免疫推荐程序和疫病防控指南。第七条动物防疫主管部门应当按照合理布局、方便群众的原则，合理设置狂犬病免疫点（以下简称免疫点），并向社会公布。免疫点应当具备下列条件：（一）有相对独立的空间场所；（二）用于预防接种的疫苗符合国家质量标准；（三）有符合疫苗储存要求的设施、设备及配套管理制度；（四）有执业兽医或者乡村兽医；（五）有相关管理制度。第八条市动物防疫主管部门指导相关区动物防疫主管部门制定狂犬病免疫方案。相关区动物防疫主管部门根据辖区具体情况制定本区狂犬病免疫方案，并向市动物防疫主管部门备案。乡镇人民政府、街道办事处组织开展本辖区犬只狂犬病防疫工作。饲养犬只的单位和个人，应当履行犬只狂犬病免疫义务，按照规定到动物防疫主管部门指定的免疫点对犬只进行狂犬病疫苗的免疫接种，凭犬类免疫证明向公安机关申领养犬登记证和犬牌。第九条本市使用市动物防疫主管部门规定的统一制式犬类免疫证明。区动物防疫主管部门负责犬类免疫证明发放管理。免疫点根据需求向区动物防疫主管部门领取犬类免疫证明文书。免疫点对犬只实施狂犬病疫苗免疫接种后，应当按照本市规定在免疫证明上记录犬主、犬只、免疫等信息。实施免疫接种的执业兽医或者乡村兽医应当在犬类免疫证明上签名，加盖免疫点印章。免疫点应当按照本市规定建立犬只狂犬病免疫档案，档案应当保存3年以上。免疫点应当定期将犬只狂犬病免疫信息报区动物防疫主管部门。第十条饲养犬只的单位和个人应当定期对养殖环境、圈舍、运输工具等进行清洗消毒。第十一条饲养犬只的单位和个人发现犬只有狂犬病临床症状或者检测结果呈阳性，应当迅速采取隔离等控制措施，并立即向所在地动物防疫主管部门或者动物疫病预防控制机构报告。不得瞒报、谎报，不得擅自转移、出售。第十二条动物防疫主管部门或者动物疫病预防控制机构接到疫情报告后，应当立即派出专业技术人员到现场进行调查核实，严格按照技术规范进行处置。第十三条出售或者运输犬只前，货主应当向所在地动物卫生监督机构申报检疫。动物卫生监督机构接到检疫申报后，应当及时指派官方兽医对犬只实施检疫；检疫合格的，出具检疫合格证明。犬只饲养场的执业兽医或者动物防疫技术人员，应当协助官方兽医实施检疫。第十四条饲养犬只的单位和个人，应当按照国家有关规定处理病死犬只，或者委托无害化处理场所处理。严禁随意弃置病死犬只。第十五条未履行饲养犬只动物防疫义务的，按照国家和本市有关规定进行处理。第十六条本办法自印发之日（2022年11月30日）起施行。
2022-12-30 09:53,天津市滨海新区中医医院2023元旦期间双院区门急诊值班通告,》》》天津市滨海新区中医医院2023元旦期间双院区门急诊值班通告根据《国务院办公厅关于2023年部分节假日安排的通知》，元旦放假时间：2022年12月31日至2023年1月2日放假调休，共3天。元旦期间，天津市滨海新区中医医院杭州道院区、北塘院区同时应诊，请大家了解双院区应诊情况一览表。为了方便您就医，减少人员聚集及候诊时间，医院门诊已开通分时段预约诊疗服务，您可以通过手机下载“科瑞泰Q医”APP、滨海新区中医医院微信公众号、预约电话（杭州道院区：60837700、北塘院区：60837200）等方式进行预约，然后按预约时段来院就诊。杭州道院区北塘院区（具体以当日出诊信息为准）预约挂号流程关注天津市滨海新区中医医院微信公众号预约挂号微信：天津市滨海新区中医医院官网：https://www.bhxqzyyy.com咨询电话：杭州道院区：022-60837700北塘院区： 022-60837200
2022-12-29 14:44,天津滨海新区欣嘉园10号地保障性租赁住房项目最新消息,》》》天津滨海新区欣嘉园10号地保障性租赁住房项目最新消息：从滨海建投集团获悉，滨海建投集团地产公司负责的欣嘉园10号地保障性租赁住房项目日前开工建设，通过完善滨北产业带住房保障体系，为产业发展和人才引育提供有力支撑，满足产业职工就近居住需求，实现职住平衡、产城人融合。项目效果图项目简介：欣嘉园10号地保障性租赁住房项目位于滨海新区杨北公路以北、北塘水库以西的黄港生态休闲区内，项目已于本年度11月取得新区住建委保障性租赁住房项目认定，项目投资额约为4.45亿元，建设用地面积2万余平方米，建筑面积约48300余平方米，用途内容包含商业、公寓、保障性租赁住房、社区配套、市政配套、停车楼等。保租房项目为6栋，层数为10-21层建筑，涉及房屋约960套，户型建筑面积区间约为40-70平方米。未来投入使用后，将配置公共休闲空间以及共享厨房、餐厅等区域，为新市民、青年人等群体，实现更高水平、更高质量的住有所居，努力让产业人才生活的获得感成色更足、幸福感更可持续、安全感更有保障。
2022-12-29 18:19,2023年元旦天津公交充值网点营业时间,"➤➤河北区辰纬路客服中心、河西区体院北客服中心办理业务，营业时间为：8：00-18：00➤➤天津站公交充值点、西站公交站充值点、武清雍阳西道充值点，3个自营人工充值网点营业时间调整为：2023年1月1日全天停业放假，2023年1月2日恢复正常营业。如因调整营业时间给您带来不便，敬请谅解!公交融通公司祝您及家人元旦快乐，吉祥如意，幸福安康!咨询电话：022-26350239➤➤元旦假期小型客车通行收费公路不免费根据国家《重大节假日免收小型客车通行费实施方案》， 
“元旦”假期不在国家规定免费通行的时间范围(春节、清明节、劳动节、国庆节等四个国家法定节假日，以及当年国务院办公厅文件确定的上述法定节假日连休日)之内，因此小型客车通行收费公路不免费。➤➤元旦假期期间便利停车为保障节假日期间广大群众出行便利，2023年元旦假期(2022年12月31日至2023年1月2日)以及春节假期(2023年1月21日至27日)期间，市公安交管局联合市城市公用事业管理局推出便利停车的便民服务举措。为方便市民出行及满足节假日停车需求，在不影响交通安全和正常通行秩序的前提下，市民可以在各大超市、菜市场、临街商铺、旅游景点以及有条件的小区周边道路，临时单排顺行停放车辆。两部门提示，上述措施是在元旦、春节期间采取的临时便民服务举措，广大市民需注意，便利停车不是“随便停车”。便利停车的前提是车辆停放不能阻碍其他车辆和行人正常通行或产生安全隐患，严禁出现以下违法停放行为：1.斜列、垂直于路边停放;2.双排或多排停放;3.占压盲道、人行横道，占用消防通道停放;4.在影响公交场站、消防设施等公共(应急)设施正常使用的地点停放;5.在道路交叉口范围内停放。公安交管部门将增派警力，加强对上述路段的巡查疏导，对影响道路通行的车辆及时进行清理，为市民创造良好的交通环境，也请广大市民理解与配合。"
2022-12-30 09:58,天津市妇女儿童保健中心2023年元旦就诊通知,》》》天津市妇女儿童保健中心2023年元旦就诊通知天津市妇女儿童保健中心定于元旦期间门诊照常，欢迎广大妇女儿童届时前来就诊。注: 无创基因筛查、乳腺、冲击波、盆底门诊、营养内分泌副主任号（12月31日-1月2日）停诊亲子中心（12月31日-1月2日）停课高危儿门诊（12月31日-1月2日）停诊听力诊断门诊（12月31日-1月2日）停诊耳鼻喉特需门诊（12月31日-1月2日）停诊口腔洁牙门诊（ 12月31日-1月2日）停诊甲低、PKU、代谢病专科门诊（12月31日-1月2日）停诊先心病专家门诊（12月31日-1月2日）停诊儿童体重管理及慢病预防门诊（12月31日-1月2日）停诊
